,Restaurant Id,Restaurant Name,Country,City,User Rating Votes,User Aggregate Rating,Cuisines
643,3400290.0,Bhagat Halwai,India,Agra,553,4.3,"Desserts, Bakery, Fast Food, South Indian"
644,3400005.0,Mama Chicken Mama Franky House,India,Agra,893,4.3,"North Indian, Mughlai, Rolls, Chinese, Fast Food, Street Food"
645,3401344.0,Cafe Turquoise Cottage,India,Agra,292,4.7,"North Indian, Chinese, Continental, Italian, Pizza"
646,3400296.0,Honeydew Restaurant,India,Agra,484,4.1,"North Indian, Fast Food, Chinese, South Indian"
647,3400712.0,The Greener Side,India,Agra,408,4.4,Fast Food
648,18966639.0,Fakira,India,Agra,41,4.0,North Indian
649,3400275.0,Domino's Pizza,India,Agra,585,3.9,"Pizza, Fast Food"
650,3400425.0,Bikanervala,India,Agra,447,4.4,"North Indian, South Indian, Mithai, Street Food, Desserts"
651,3400868.0,Hichkee,India,Agra,581,4.4,"Continental, North Indian, Chinese"
652,3400850.0,Urban Deck,India,Agra,606,4.3,"Mexican, Italian, North Indian"
653,3400105.0,Pizza Hut,India,Agra,546,4.0,"Italian, Pizza"
654,3400279.0,Mc Donald's,India,Agra,644,4.2,"Burger, Fast Food"
655,3400017.0,Pinch Of Spice,India,Agra,860,4.5,"North Indian, Chinese, Mughlai"
656,3400282.0,Aahar,India,Agra,368,4.0,"North Indian, South Indian, Chinese, Bakery, Momos"
657,3400277.0,Pizza Hut,India,Agra,331,3.8,"Italian, Pizza"
658,3400326.0,Tea'se Me - Rooftop Tea Boutique,India,Agra,673,4.7,"Chinese, Italian, Continental, North Indian"
659,3400368.0,Domino's Pizza,India,Agra,475,3.8,"Pizza, Fast Food"
660,3500424.0,Gaylord Xpress,India,Dehradun,623,3.9,Fast Food
661,3500484.0,Kalsang AMA Cafe,India,Dehradun,800,4.9,Cafe
662,3500505.0,Barbeque Nation,India,Dehradun,620,4.8,"North Indian, Mediterranean, BBQ, Chinese"
663,3500218.0,Uss Da Dhaba,India,Dehradun,575,4.2,North Indian
664,3502144.0,Mannu Fast Food,India,Dehradun,315,4.3,"Fast Food, North Indian, Chinese"
665,3501639.0,70 Percent Restro Cafe,India,Dehradun,314,4.5,"Cafe, Italian, Continental, Healthy Food, Momos"
666,3500437.0,Walk In Woods,India,Dehradun,405,4.3,"North Indian, Pizza, Chinese, Mughlai"
667,18391854.0,Burger King,India,Dehradun,323,4.1,"Burger, Fast Food"
668,18754629.0,Domino's Pizza,India,Dehradun,393,3.8,"Pizza, Fast Food"
669,18408585.0,Punjab Grill,India,Dehradun,803,4.7,"Mughlai, North Indian"
670,3500017.0,Anandam,India,Dehradun,376,4.2,"Desserts, North Indian, Chinese, South Indian, Fast Food, Street Food"
671,3500250.0,Ellora's Melting Moments,India,Dehradun,309,4.3,"Desserts, Bakery, Fast Food"
672,3500078.0,Orchard,India,Dehradun,748,4.6,"Chinese, Tibetan, Thai, Momos"
673,3501364.0,Chicago BR,India,Dehradun,285,4.1,"North Indian, Fast Food, Pizza, Desserts"
674,3500193.0,KC Soup Bar,India,Dehradun,251,3.9,"Fast Food, Chinese, Tibetan, Momos"
675,18699236.0,Tuhada Dhaba,India,Dehradun,229,4.0,North Indian
676,3500011.0,Kalsang Friends Corner,India,Dehradun,813,4.4,"Chinese, Thai, Tibetan, Momos"
677,3500969.0,Cafe De Piccolo,India,Dehradun,382,4.3,"Cafe, Italian"
678,18416632.0,The Great Indian Pub,India,Dehradun,308,4.4,"North Indian, Italian, Finger Food"
679,3500010.0,Black Pepper Restaurant,India,Dehradun,421,4.1,"North Indian, Chinese, Continental"
680,3600012.0,Empire Restaurant,India,Mysore,2028,4.2,"North Indian, Mughlai, South Indian, Chinese, Andhra"
681,3600375.0,The Old House,India,Mysore,753,4.7,"Italian, Pizza"
682,3600017.0,Gufha Restaurant,India,Mysore,955,4.3,"North Indian, Biryani, Chinese"
683,3600065.0,Hotel RRR,India,Mysore,533,4.2,"Biryani, South Indian, Andhra"
684,3600122.0,Kafe Biryani Corner,India,Mysore,382,4.3,Biryani
685,3601144.0,Kapoor's Cafe,India,Mysore,282,4.3,"North Indian, Desserts, Beverages"
686,3600119.0,Big Chicken,India,Mysore,554,4.3,"North Indian, Chinese, Burger, Biryani, Arabian"
687,3600593.0,Frosting,India,Mysore,374,4.5,"Italian, Continental, Burger"
688,3600817.0,Etihad Arabian Restaurant,India,Mysore,314,4.1,"Arabian, Biryani"
689,3600352.0,Barbeque Nation,India,Mysore,812,4.6,"North Indian, European, Mediterranean"
690,3600389.0,Highway 18,India,Mysore,357,4.0,"South Indian, North Indian, Chinese, Desserts, Beverages"
691,3600018.0,KFC,India,Mysore,483,3.9,"Burger, Fast Food"
692,3600013.0,Green Leaf,India,Mysore,474,4.0,"North Indian, Chinese, South Indian, Bakery"
693,3600192.0,Spring - Radisson Blu Plaza,India,Mysore,284,4.4,"Continental, North Indian, South Indian"
694,3600015.0,Original Vinayaka Mylari,India,Mysore,814,4.8,South Indian
695,3600148.0,Andhra Ruchulu,India,Mysore,409,4.1,"Biryani, Desserts"
696,3600265.0,Jalpaan Dining Saga,India,Mysore,437,4.3,"Italian, North Indian, Chinese"
697,3600252.0,Hotel RRR Mysore,India,Mysore,528,4.1,Andhra
698,3600072.0,Nanking,India,Mysore,482,4.2,"Chinese, Momos, Thai"
699,3600403.0,Hotel Hanumanthu,India,Mysore,449,4.2,"Biryani, South Indian"
700,3700054.0,Cafe Xtasi,India,Puducherry,2617,3.9,"Italian, Pizza"
701,3700051.0,Cafe des Arts,India,Puducherry,818,3.9,Cafe
702,3700050.0,Baker Street,India,Puducherry,1548,4.4,"Bakery, French"
703,3700770.0,Escape In,India,Puducherry,725,4.1,"North Indian, Continental, Chinese, Arabian, BBQ, Beverages, Desserts, Ice Cream"
704,3700021.0,The Indian Kaffe Express,India,Puducherry,877,4.2,"Cafe, North Indian"
705,3701200.0,Les Saveurs,India,Puducherry,184,4.3,"French, European"
706,18378803.0,#Dilliwaala6,India,Puducherry,975,4.3,"Street Food, Continental, North Indian, Chinese, Salad, Finger Food"
707,3700049.0,Villa Shanti,India,Puducherry,1096,4.4,Continental
708,3700041.0,Zuka,India,Puducherry,1019,4.6,"Desserts, Bakery"
709,3701130.0,PY Cafe,India,Puducherry,201,4.2,"Salad, Cafe, Sandwich, Italian, Juices, Desserts"
710,3700572.0,Bread & Chocolate,India,Puducherry,378,4.7,"Bakery, Cafe, Healthy Food"
711,3700649.0,Taka Pizza,India,Puducherry,888,4.3,"Italian, Pizza"
712,3700069.0,Le Cafe,India,Puducherry,1436,3.3,Cafe
713,3700010.0,Auroville Bakery,India,Puducherry,431,4.2,Bakery
714,3700656.0,Margaritas,India,Puducherry,960,4.4,"Mexican, Continental, American, Desserts, Finger Food, Ice Cream, Juices, Salad"
715,3700037.0,Le Dupleix,India,Puducherry,846,4.2,"North Indian, French, Continental"
716,3700017.0,The Pasta Bar Veneto,India,Puducherry,623,4.0,"Healthy Food, Continental, Italian, Sandwich, Salad"
717,3700723.0,SICILYS,India,Puducherry,312,4.0,"Italian, Cafe, Burger, Pizza, Beverages"
718,3700047.0,Surguru,India,Puducherry,484,4.1,"South Indian, North Indian, Chinese"
719,3700009.0,Tanto,India,Puducherry,879,4.2,"Pizza, Italian"
720,3800420.0,Mahalakshmi,India,Surat,1229,4.6,"Fast Food, Juices"
721,18744566.0,Burger King,India,Surat,563,4.0,"Burger, Fast Food"
722,3800007.0,Barbeque Nation,India,Surat,622,4.7,"North Indian, European, Mediterranean"
723,3800321.0,Coffee King,India,Surat,755,4.6,"Cafe, Pizza, Italian, Fast Food, Chinese, Beverages, Desserts"
724,18589557.0,Vegji's,India,Surat,429,4.2,"Fast Food, Sandwich, Lebanese"
725,19003551.0,Icekraft,India,Surat,59,4.3,"Ice Cream, Desserts, Fast Food"
726,3800583.0,Kailash Sweets & Snacks,India,Surat,385,4.2,"Mithai, Street Food, Beverages"
727,3800696.0,Kailash Sweet & Snacks,India,Surat,399,4.4,"Street Food, Mithai, Beverages"
728,3800313.0,Bhai Bhai Omelette Center,India,Surat,594,4.6,Fast Food
729,18760674.0,Sarvottam Hotel,India,Surat,382,4.1,"North Indian, Chinese"
730,18551944.0,Coffee King,India,Surat,989,4.7,"Cafe, Desserts, Fast Food"
731,3800068.0,Jalaram Khichadi,India,Surat,261,4.1,"Gujarati, North Indian, Biryani, Beverages"
732,3800390.0,Singh Saaab Di Rasoi,India,Surat,380,4.3,"North Indian, Chinese, Biryani, Desserts, Beverages"
733,18349362.0,Harikrushna Restaurant,India,Surat,266,4.3,"Gujarati, North Indian, Biryani, Beverages"
734,18778476.0,Bismillah,India,Surat,197,4.2,"Beverages, North Indian"
735,18783529.0,Kailash Sweets & Snacks,India,Surat,275,4.3,"Mithai, Street Food, Beverages"
736,3800537.0,Mahesh Pav Bhaji,India,Surat,424,3.9,"South Indian, Street Food, Chinese, Desserts, Beverages"
737,3800017.0,Pizza Hut,India,Surat,598,4.0,"Pizza, Fast Food, Italian"
738,3800293.0,Kailash Sweets & Snacks,India,Surat,343,4.3,"Mithai, Street Food, Beverages"
739,3800690.0,Bismillah,India,Surat,366,4.4,"Beverages, North Indian"
740,3900223.0,Sha Chicken Hut,India,Varanasi,804,4.4,"Lucknowi, Mughlai"
741,18803653.0,KFC,India,Varanasi,462,4.5,"Burger, Fast Food"
742,3900067.0,Taste King,India,Varanasi,601,4.3,"North Indian, Fast Food"
743,18610032.0,Crood Square,India,Varanasi,249,4.3,"North Indian, Continental, Italian, Chinese, Desserts"
744,3900057.0,Ming Garden,India,Varanasi,735,4.3,"Beverages, Desserts, Pizza, Chinese"
745,3900045.0,Domino's Pizza,India,Varanasi,721,3.8,"Pizza, Fast Food"
746,3900253.0,Sagar Ratna,India,Varanasi,211,3.9,South Indian
747,3900267.0,Roma's Café Diner,India,Varanasi,877,4.6,"Continental, Cafe, North Indian, Italian, Asian, Mediterranean, Mexican"
748,18689916.0,The Yellow Chilli,India,Varanasi,108,4.4,"North Indian, Mughlai"
749,3900245.0,Deena Chat Bhandar,India,Varanasi,446,4.6,Street Food
750,18652184.0,Doodh Booth,India,Varanasi,427,4.0,"Burger, Beverages, Fast Food, Cafe, Italian"
751,3900135.0,Maharaja Restaurant,India,Varanasi,358,4.0,"Chinese, Rolls"
752,18787962.0,Cafe de Coop,India,Varanasi,140,4.2,Fast Food
753,3900032.0,Kashi Chat Bhandar,India,Varanasi,735,4.8,Street Food
754,3900455.0,The Tripling Bistro,India,Varanasi,316,4.1,"Continental, Mexican, Burger, Fast Food, Italian, Pizza, Chinese, Middle Eastern"
755,3900037.0,Pizza Hut,India,Varanasi,444,3.9,"Italian, Pizza"
756,3900138.0,McDonald's,India,Varanasi,414,4.1,"Burger, Fast Food"
757,3900266.0,Holy Chopsticks,India,Varanasi,445,4.5,"Chinese, Thai, Momos"
758,18676368.0,Barbeque Nation,India,Varanasi,370,4.9,"North Indian, Chinese, BBQ"
759,3900043.0,Domino's Pizza,India,Varanasi,452,3.9,"Pizza, Fast Food"
760,4000412.0,Aasman,India,Patna,846,4.8,"North Indian, Continental, Chinese"
761,18640853.0,Foresto Paradise,India,Patna,593,4.7,"North Indian, Chinese, Continental"
762,4000320.0,Haldiram,India,Patna,833,4.5,"Fast Food, North Indian, South Indian, Chinese, Desserts"
763,4000265.0,Harilal's,India,Patna,416,4.5,"North Indian, Fast Food, Mithai"
764,18343124.0,Swaaddesh,India,Patna,703,4.4,"North Indian, Chinese, Beverages"
765,4000274.0,KFC,India,Patna,698,4.3,"Burger, Fast Food"
766,18746152.0,Hungry Hope,India,Patna,522,3.6,"North Indian, Chinese"
767,4000009.0,Domino's Pizza,India,Patna,1216,4.0,"Pizza, Fast Food"
768,4000289.0,The Biryani Mall,India,Patna,855,4.0,"Biryani, Mughlai, Chinese"
769,18625991.0,Barbeque Nation,India,Patna,633,4.9,"North Indian, Chinese"
770,4000018.0,Kapil Dev's Eleven,India,Patna,376,4.4,"North Indian, Chinese, Continental"
771,4000016.0,Bansi Vihar Restaurant,India,Patna,444,4.4,"South Indian, Chinese"
772,18573326.0,Biryani Mahal,India,Patna,752,4.1,"Biryani, Mughlai"
773,18705092.0,Harilal's,India,Patna,557,4.2,"Mithai, Fast Food"
774,18706220.0,Zaaffran,India,Patna,393,4.4,"North Indian, Fast Food"
775,4000336.0,Pizza Hut,India,Patna,431,2.5,"Pizza, Italian"
776,4000015.0,Nirvana,India,Patna,432,4.3,"North Indian, Chinese"
777,4000053.0,Biryani House,India,Patna,734,4.0,"Biryani, Mughlai"
778,18616231.0,Chaska The Addiction,India,Patna,528,3.9,"North Indian, Mughlai, Chinese, Biryani"
779,4000049.0,Lakhu Da Dhaba,India,Patna,459,3.9,"North Indian, Chinese"
780,18560275.0,Barbeque Nation,UAE,Dubai,1212,4.6,"Indian, BBQ, Continental"
781,18534988.0,Masala Wok,UAE,Dubai,1100,4.3,"Indian, Chinese, Kebab"
782,210139.0,Grub Shack,UAE,Dubai,1735,4.4,"Goan, Chinese, Indian, North Indian"
783,201693.0,Dhaba Lane,UAE,Dubai,1233,4.4,"Indian, North Indian, Kebab"
784,209723.0,Azkadenya,UAE,Dubai,660,4.3,"Arabian, Lebanese"
785,18621395.0,Highway 311 Grills and Eatery,UAE,Dubai,458,4.5,"Mexican, Peruvian, Latin American"
786,207770.0,Mint Leaf of London,UAE,Dubai,2092,4.9,"Indian, North Indian, Contemporary"
787,209748.0,Kulcha King,UAE,Dubai,1157,4.1,"Indian, Biryani, Kebab, North Indian"
788,205432.0,Old Castello Restaurant & Cafe,UAE,Dubai,525,4.4,"Indian, Arabian, Middle Eastern, Italian, Pizza"
789,18549283.0,Sthan,UAE,Dubai,1591,4.2,"Biryani, North Indian, Pakistani, Mughlai, Afghan, Indian, Kebab"
790,200376.0,California Pizza Kitchen,UAE,Dubai,1244,4.2,"Pizza, American"
791,203518.0,The Huddle Sports Bar and Grill - Citymax Hotels Bur Dubai,UAE,Dubai,1492,4.9,"Steak, Continental, North Indian"
792,18233284.0,Farzi Cafe,UAE,Dubai,2095,4.6,"Indian, Contemporary"
793,18604803.0,Dillicious,UAE,Dubai,900,4.0,"Indian, Mughlai, North Indian, Kebab"
794,18650045.0,Tamarind Terrace,UAE,Dubai,875,4.0,"Kerala, South Indian, Indian"
795,18820043.0,Biryaniwalla & Co,UAE,Dubai,535,3.9,"Biryani, Hyderabadi, North Indian"
796,210370.0,Texas De Brazil,UAE,Dubai,1301,4.8,Brazilian
797,18259525.0,Real Momos,UAE,Dubai,885,3.7,"Chinese, Asian, Street Food"
798,209654.0,Rasoi Ghar,UAE,Dubai,2600,4.6,"Indian, Gujarati, Rajasthani"
799,200377.0,California Pizza Kitchen,UAE,Dubai,1198,4.3,"Pizza, American"
800,18485435.0,The Curry Culture,Singapore,Singapore,80,4.9,"Continental, Indian, Asian"
801,18483420.0,Burnt Ends,Singapore,Singapore,37,4.7,"American, European, Australian, Steak"
802,18482848.0,Singapore Zam Zam Restaurant,Singapore,Singapore,75,4.7,"South Indian, Singaporean, Middle Eastern, Indian"
803,18496115.0,Komala Vilas Restaurant,Singapore,Singapore,100,4.7,"Indian, North Indian, South Indian"
804,18482886.0,Corner House,Singapore,Singapore,25,4.9,"Continental, French"
805,18484349.0,Cut By Wolfgang Puck,Singapore,Singapore,52,4.9,"American, Steak"
806,18483222.0,Jaan,Singapore,Singapore,30,4.7,French
807,18484299.0,Melt Cafe,Singapore,Singapore,31,4.8,"Singaporean, European, Seafood, Indian, Japanese, Continental"
808,18483051.0,Summer Pavilion,Singapore,Singapore,28,4.8,"Chinese, Seafood, Cantonese, Dim Sum"
809,18483372.0,Sky On 57,Singapore,Singapore,32,4.8,"Chinese, Continental, Singaporean"
810,18483595.0,Edge,Singapore,Singapore,19,4.5,"Chinese, Thai, Japanese, Italian"
811,18485564.0,Wild Honey,Singapore,Singapore,72,4.9,"European, Spanish, American, Cafe"
812,18485572.0,Carousel,Singapore,Singapore,25,4.6,"Mediterranean, Asian, Japanese, Sushi, Seafood, French"
813,18483714.0,Fratini La Trattoria,Singapore,Singapore,21,4.8,Italian
814,18483374.0,My Awesome Cafe,Singapore,Singapore,23,4.9,"Continental, European"
815,18483658.0,Basilico,Singapore,Singapore,25,4.8,Italian
816,18484464.0,Colony,Singapore,Singapore,45,4.9,"Asian, Continental, Seafood, Bakery"
817,18483362.0,Adrift By David Myers,Singapore,Singapore,20,4.6,"American, Asian, Continental, Fusion"
818,18493989.0,Makansutra Gluttons Bay,Singapore,Singapore,41,4.7,"Singaporean, Chinese, Seafood, Malay, Indian"
819,18494038.0,Peach Blossoms,Singapore,Singapore,13,4.0,"Singaporean, Chinese, Dim Sum, Healthy Food, Seafood, Cantonese"
820,5603572.0,Ushna,UAE,Sharjah,166,4.4,"Indian, North Indian"
821,5601340.0,Aroos Damascus,UAE,Sharjah,1036,4.4,"Arabian, Middle Eastern"
822,5600642.0,Katis Restaurant,UAE,Sharjah,644,4.1,"North Indian, Chinese, Hyderabadi"
823,5604236.0,Malabar Regency,UAE,Sharjah,182,3.7,"Indian, Arabian, Middle Eastern"
824,5602586.0,Saffron,UAE,Sharjah,732,4.1,"Pakistani, Chinese, Indian, Afghan"
825,18386634.0,Momo House,UAE,Sharjah,877,4.6,"Chinese, Indian, Nepalese"
826,5603322.0,Khanji,UAE,Sharjah,475,3.9,"Pakistani, Indian, Chinese"
827,5603447.0,Eat Route,UAE,Sharjah,574,4.6,"Fast Food, Burger, American"
828,5602215.0,Makani Restaurant,UAE,Sharjah,651,4.5,"Indian, North Indian, Mughlai"
829,5600103.0,Najmat Lahore Restaurant,UAE,Sharjah,1158,4.1,"Pakistani, Indian, Mughlai, Desserts"
830,5602106.0,Papa Murphy's Pizza,UAE,Sharjah,486,4.1,"Pizza, Italian"
831,5601628.0,Laffah Cafeteria - كافتيريا لفاح,UAE,Sharjah,737,4.6,"Fast Food, Arabian, Middle Eastern"
832,18268134.0,Zaroob,UAE,Sharjah,297,4.1,Lebanese
833,5600959.0,Nayaab Haandi,UAE,Sharjah,970,4.3,"Pakistani, Indian"
834,5603697.0,Al Miqat,UAE,Sharjah,186,4.2,"Indian, Seafood, Pakistani, Grill"
835,5601952.0,Delhi Nihari Restaurant,UAE,Sharjah,613,3.7,"Mughlai, Indian, Pakistani"
836,5601723.0,The Pizza Company,UAE,Sharjah,727,4.4,Pizza
837,5600556.0,TGI Fridays,UAE,Sharjah,582,4.0,"American, Mexican"
838,5601606.0,Shakespeare and Co. - شكسبير اند كو,UAE,Sharjah,378,4.6,"Cafe, Bakery"
839,5604675.0,Molten Chocolate Cafe,UAE,Sharjah,116,4.9,Cafe
840,5701885.0,Max's Restaurant,UAE,Abu Dhabi,1625,4.9,Filipino
841,18403563.0,Texas de Brazil,UAE,Abu Dhabi,541,4.9,Brazilian
842,5702615.0,Via Delhi,UAE,Abu Dhabi,1148,4.3,"Indian, North Indian, Chinese"
843,18340151.0,Famous Dave's Barbecue,UAE,Abu Dhabi,458,4.6,"Burger, American, Steak"
844,5702148.0,Nando's,UAE,Abu Dhabi,684,4.2,"Portuguese, African"
845,18431870.0,Parivar Restaurant,UAE,Abu Dhabi,601,4.1,"Indian, Pakistani"
846,5702574.0,The Cheesecake Factory,UAE,Abu Dhabi,974,4.7,"American, Desserts, Salad"
847,5701978.0,Pizza Di Rocco,UAE,Abu Dhabi,972,4.7,"Italian, Pizza"
848,5702150.0,Papa Murphy's Pizza- World Trade Center Mall,UAE,Abu Dhabi,779,3.9,Pizza
849,5704255.0,Famous Dave's Barbecue,UAE,Abu Dhabi,798,4.6,"Burger, American, Steak"
850,5700119.0,India Palace,UAE,Abu Dhabi,546,4.0,"North Indian, Mughlai, Biryani, Indian"
851,5701025.0,India Palace,UAE,Abu Dhabi,481,4.4,"North Indian, Mughlai, Biryani, Indian"
852,5704202.0,Hot Palayok,UAE,Abu Dhabi,829,4.5,Filipino
853,18493509.0,MYNT Indian Cuisine,UAE,Abu Dhabi,411,4.5,Indian
854,18212135.0,Denny's,UAE,Abu Dhabi,762,4.6,American
855,5701442.0,Peppermill,UAE,Abu Dhabi,633,4.3,"Indian, North Indian, Mughlai, Biryani"
856,5702990.0,Jazz@PizzaExpress,UAE,Abu Dhabi,1374,4.8,"Italian, Pizza, Salad"
857,18277098.0,Ming's Chamber,UAE,Abu Dhabi,657,4.8,Asian
858,5702486.0,Ghee Rice,UAE,Abu Dhabi,693,3.9,"Indian, Kerala, Biryani"
859,18340175.0,The Yellow Chilli by Sanjeev Kapoor,UAE,Abu Dhabi,670,4.3,"Indian, North Indian"
860,5800678.0,Harbour Court - The Kingsbury,Sri Lanka,Colombo,174,4.4,"Italian, Seafood, Desserts"
861,5801085.0,Tea Avenue,Sri Lanka,Colombo,335,4.5,Cafe
862,5800240.0,The Gallery Cafe,Sri Lanka,Colombo,242,4.7,"Sri Lankan, Italian, Seafood, Desserts"
863,5800710.0,The Manhattan Fish Market,Sri Lanka,Colombo,285,4.3,"Seafood, Italian"
864,5800224.0,Sugar Bistro and Wine Bar,Sri Lanka,Colombo,172,4.4,"Cafe, American, Continental"
865,5800746.0,T.G.I. Friday's,Sri Lanka,Colombo,233,4.3,"American, Steak"
866,5800011.0,The Bavarian,Sri Lanka,Colombo,211,4.6,German
867,5800707.0,The Barnesbury,Sri Lanka,Colombo,291,4.2,"American, Italian, Cafe"
868,5800646.0,Coco Veranda,Sri Lanka,Colombo,181,4.2,"American, Cafe"
869,5800066.0,Java Lounge,Sri Lanka,Colombo,141,4.1,"Cafe, Italian, Fast Food"
870,5800634.0,Elite Indian Restaurant,Sri Lanka,Colombo,315,2.6,"North Indian, Chinese, Sri Lankan"
871,5800180.0,Cafe On The 5th,Sri Lanka,Colombo,224,4.0,Sri Lankan
872,5800947.0,The English Cake Company - The Cakery,Sri Lanka,Colombo,114,4.1,"Desserts, Bakery"
873,5801131.0,Indian Summer,Sri Lanka,Colombo,187,4.3,"Indian, Chinese"
874,5800590.0,The Commons,Sri Lanka,Colombo,303,4.2,"Cafe, Sri Lankan, Continental, American"
875,5800536.0,The Mango Tree,Sri Lanka,Colombo,167,3.9,"North Indian, Mughlai"
876,5800891.0,The Paddington,Sri Lanka,Colombo,136,3.8,"Cafe, Italian"
877,5800289.0,The Coffee Bean & Tea Leaf,Sri Lanka,Colombo,161,4.2,Cafe
878,5800755.0,Upali's,Sri Lanka,Colombo,211,4.3,Sri Lankan
879,5800612.0,Burger's King,Sri Lanka,Colombo,237,4.0,Fast Food
880,18286221.0,Sarıhan,Turkey,İstanbul,500,4.4,"Giblets, Izgara, Home-made"
881,5915530.0,Nusr-Et Steakhouse,Turkey,İstanbul,1990,4.6,Steak
882,18264711.0,Ercan Steakhouse,Turkey,İstanbul,503,4.1,Steak
883,5926083.0,Joker No:19,Turkey,İstanbul,925,4.4,"Bar Food, Restaurant Cafe"
884,18453909.0,Asuman,Turkey,İstanbul,861,4.6,Desserts
885,18140481.0,Mendel's,Turkey,İstanbul,1424,4.7,"Desserts, Cafe"
886,5916219.0,Biber Burger,Turkey,İstanbul,1580,4.6,Burger
887,5916870.0,Kukis,Turkey,İstanbul,899,4.9,"Patisserie, Cafe, Turkish"
888,5902117.0,Valonia,Turkey,İstanbul,1871,4.3,"Restaurant Cafe, Desserts"
889,5915409.0,Eleos Restaurant,Turkey,İstanbul,1154,4.9,"Greek, Fresh Fish, Old Turkish Bars"
890,5906444.0,Tarihi Viktor Levi Şarap Evi,Turkey,İstanbul,1177,4.6,World Cuisine
891,5915054.0,Baltazar,Turkey,İstanbul,2015,4.2,"Burger, Izgara"
892,5913508.0,Katibim,Turkey,İstanbul,1141,4.2,"Restaurant Cafe, Kebab, Turkish Pizza"
893,18140482.0,BeerHall,Turkey,İstanbul,1108,4.1,"Finger Food, American"
894,18384475.0,Happy Moon's,Turkey,İstanbul,503,4.4,World Cuisine
895,5908749.0,Ceviz Ağacı,Turkey,İstanbul,1693,4.3,"World Cuisine, Patisserie, Cafe"
896,5906931.0,My Chef,Turkey,İstanbul,1252,4.4,"World Cuisine, Cafe"
897,5904851.0,Limonlu Bahçe,Turkey,İstanbul,1645,4.5,Restaurant Cafe
898,18089353.0,Mükellef,Turkey,İstanbul,946,4.4,"Old Turkish Bars, Turkish"
899,5923535.0,Boon Cafe & Restaurant,Turkey,İstanbul,1160,4.2,Restaurant Cafe
900,6000482.0,Mersinli Ciğerci Apo,Turkey,Ankara,360,4.5,"Izgara, Giblets, Kebab"
901,6001317.0,Cafe Des Cafes,Turkey,Ankara,237,4.7,"Cafe, World Cuisine"
902,6005865.0,The Italian Cut Pizza & Kitchen,Turkey,Ankara,261,4.6,Pizza
903,6000447.0,Masabaşı Kebapçısı,Turkey,Ankara,360,4.6,"Kebab, Turkish Pizza"
904,6000168.0,Hattena Hatay  Sofrası,Turkey,Ankara,343,4.8,Kebab
905,6002297.0,Trilye,Turkey,Ankara,186,4.9,"Fresh Fish, Seafood"
906,6000871.0,Çukurağa Sofrası,Turkey,Ankara,450,4.5,"Kebab, Izgara"
907,6003858.0,Quick China,Turkey,Ankara,107,4.5,"Chinese, Thai, Sushi, Japanese, Asian"
908,6004408.0,Turta Home Cafe,Turkey,Ankara,256,4.4,"Cafe, Desserts"
909,6000185.0,La Gioia Cafe Brasserie,Turkey,Ankara,154,4.7,"Italian, European"
910,6001980.0,Timboo Cafe,Turkey,Ankara,234,4.3,Cafe
911,6001545.0,Cafe Botanica,Turkey,Ankara,227,4.5,"Restaurant Cafe, Cafe"
912,6000409.0,Cafemiz,Turkey,Ankara,199,4.5,"World Cuisine, Mexican, Italian"
913,6002025.0,Masabaşı,Turkey,Ankara,248,4.4,"Kebab, Turkish Pizza"
914,6001748.0,Meşhur Özçelik Aspava,Turkey,Ankara,222,4.7,"Kebab, Turkish Pizza"
915,6005539.0,Zaytung Zone,Turkey,Ankara,151,3.9,Restaurant Cafe
916,6000019.0,Nusr-Et Steakhouse,Turkey,Ankara,229,4.4,Steak
917,6000921.0,Düveroğlu,Turkey,Ankara,242,4.3,"Kebab, Desserts, Turkish Pizza"
918,6007004.0,Müslüm Kebap,Turkey,Ankara,178,4.6,Kebab
919,6000549.0,Meşhur Tavacı Recep Usta,Turkey,Ankara,299,4.6,Kebab
920,6114829.0,Duck & Waffle,United Kingdom,London,834,4.9,British
921,6107336.0,Sushi Samba,United Kingdom,London,484,4.9,"Japanese, Sushi, Brazilian, Peruvian"
922,6113857.0,sketch Gallery,United Kingdom,London,211,4.8,"British, Contemporary"
923,6104220.0,Roti Chai,United Kingdom,London,365,4.7,"Indian, Street Food"
924,6103211.0,Dishoom,United Kingdom,London,1023,4.9,"Indian, North Indian, Curry, Cafe"
925,6104649.0,Honest Burgers,United Kingdom,London,368,4.6,Burger
926,6100054.0,Masala Zone,United Kingdom,London,313,4.5,"Indian, Curry"
927,6104639.0,Bob Bob Ricard,United Kingdom,London,387,4.8,"British, Russian"
928,6107493.0,Tayyabs,United Kingdom,London,759,4.5,"North Indian, Indian, Pakistani, Curry"
929,6117859.0,Shake Shack,United Kingdom,London,541,4.2,"American, Burger"
930,6113835.0,Dinner By Heston Blumenthal - Mandarin Oriental Hyde Park,United Kingdom,London,595,4.9,British
931,6105938.0,Patty & Bun,United Kingdom,London,496,4.8,"Burger, British"
932,6102622.0,Burger & Lobster,United Kingdom,London,450,4.8,"American, Seafood, Burger"
933,6116783.0,Aqua Shard,United Kingdom,London,238,4.4,British
934,6102866.0,Hakkasan,United Kingdom,London,425,4.9,"Chinese, Dim Sum"
935,6112889.0,MEATliquor,United Kingdom,London,614,4.6,"American, Burger"
936,6116563.0,Chotto Matte,United Kingdom,London,361,4.9,"Japanese, Peruvian, Sushi"
